ID,Area,AreaReal,Perimeter,BoundingBox_1,BoundingBox_2,BoundingBox_3,BoundingBox_4,BoundingBoxArea,BoundingBoxAreaReal,Diameter,DiameterReal,Centroid_1,Centroid_2
1357,195,0.0111338797119975,154,765,408,783,432,432,0.0246658258235023,24.738633753706,0.186931145746132,774,420
1364,89,0.00508161689419375,54,351,430,361,443,130,0.00742258647466503,15.2643375224737,0.115341054422791,356,436.5
1369,94,0.00536710098937318,72,470,432,485,445,195,0.0111338797119975,17.6918060129541,0.133683597940181,477.5,438.5
1379,222,0.0126754938259664,164,129,436,153,458,528,0.0301471204509472,24.738633753706,0.186931145746132,141,447
1381,72,0.00411097097058371,58,579,427,588,441,126,0.00719419919852149,14.560219778561,0.110020569147808,583.5,434
1390,223,0.0127325906450023,134,665,437,681,461,384,0.0219251785097798,24.1867732448956,0.182761153246505,673,449
1392,413,0.0235809862618204,200,763,437,786,473,828,0.0472761661617127,36.0555127546399,0.272444241536962,774.5,455
1402,80,0.00456774552287079,58,276,439,287,453,154,0.00879291013152627,15.2315462117278,0.115093275287157,281.5,446
1404,265,0.0151306570445095,174,583,426,604,460,714,0.0407671287916218,36.4005494464026,0.27505142286952,593.5,443
1408,94,0.00536710098937318,74,229,440,243,454,196,0.0111909765310334,16.4012194668567,0.123931611466377,236,447
1420,286,0.0163296902442631,142,557,432,574,456,408,0.023295502166641,25.298221281347,0.191159525483211,565.5,444
1423,337,0.0192416280150932,182,209,442,228,486,836,0.0477329407139997,44.407206622349,0.3355516758098,218.5,464
1424,158,0.00902129740766981,98,630,432,647,451,323,0.0184422725485908,20.6155281280883,0.155775954788443,638.5,441.5
1432,160,0.00913549104574158,106,648,444,661,462,234,0.0133606556543971,18.6815416922694,0.141162281943598,654.5,453
1439,210,0.0119903319975358,116,59,447,82,466,437,0.0249513099186817,25.5538646783613,0.193091229294427,70.5,456.5
1449,126,0.00719419919852149,84,40,449,54,469,280,0.0159871093300478,21.4709105535839,0.162239432862492,47,459
1462,161,0.00919258786477746,152,692,451,711,473,418,0.0238664703569999,22.8254244210267,0.17247446975624,701.5,462
1464,160,0.00913549104574158,92,499,439,513,457,252,0.014388398397043,18.9736659610103,0.143369644112408,506,448
1471,182,0.010391621064531,104,471,454,487,473,304,0.017357432986909,20.6155281280883,0.155775954788443,479,463.5
1473,144,0.00822194194116742,96,611,444,625,460,224,0.0127896874640382,16.7630546142402,0.126665726023592,618,452
1485,331,0.0188990471008779,228,519,444,549,468,720,0.0411097097058371,31.9061122670876,0.241090360194121,534,456
1488,204,0.0116477510833205,136,844,458,859,482,360,0.0205548548529186,24.738633753706,0.186931145746132,851.5,470
1501,314,0.0179284011772678,150,555,461,582,486,675,0.0385403528492223,29.6816441593117,0.224281737042084,568.5,473.5
1505,294,0.0167864647965501,166,496,462,518,495,726,0.0414522906200524,35.3553390593274,0.267153558454414,507,478.5
1508,264,0.0150735602254736,170,885,462,906,493,651,0.0371700291923611,31.1448230047949,0.23533787299287,895.5,477.5
1512,510,0.0291193777083013,312,317,440,354,488,1776,0.101403950607732,49.7292670366254,0.375766461350322,335.5,464
1519,310,0.0177000139011243,150,594,464,617,487,529,0.0302042172699831,25.4950975679639,0.192647170686011,605.5,475.5
1520,160,0.00913549104574158,74,662,464,676,480,224,0.0127896874640382,17.4928556845359,0.132180280772061,669,472
1531,477,0.0272351826801171,262,105,449,146,480,1271,0.0725700569946097,46.0651712251241,0.348079660414319,125.5,464.5
1551,160,0.00913549104574158,104,151,460,171,478,360,0.0205548548529186,23.43074902772,0.177048450009315,161,469
1559,76,0.00433935824672725,66,909,469,926,480,187,0.0106771051597105,17.7200451466693,0.13389697971675,917.5,474.5
1564,77,0.00439645506576314,70,82,471,96,482,154,0.00879291013152627,17.2046505340853,0.130002532416188,89,476.5
1574,593,0.0338584136882797,316,512,472,539,526,1458,0.0832471621543201,54.3323108288245,0.410548182061414,525.5,499
1589,212,0.0121045256356076,138,438,475,458,493,360,0.0205548548529186,22.0227155455452,0.166409005863277,448,484
1594,270,0.0154161411396889,122,283,461,301,486,450,0.0256935685661482,25.5538646783613,0.193091229294427,292,473.5
1612,161,0.00919258786477746,102,642,470,657,493,345,0.0196984025673803,23.0217288664427,0.173957793987562,649.5,481.5
1619,215,0.0122758160927152,126,218,477,239,499,462,0.0263787303945788,26.0768096208106,0.197042728727557,228.5,488
1629,82,0.00468193916094256,74,111,485,122,498,143,0.00816484512213154,13.1529464379659,0.0993868688168014,116.5,491.5
1633,257,0.0146738824922224,132,755,477,775,496,380,0.0216967912336362,23.6008474424119,0.17833375508576,765,486.5
1649,444,0.0253509876519329,222,86,490,118,531,1312,0.0749110265750809,44.3846820423443,0.335381474593772,102,510.5
1674,121,0.00690871510334207,68,366,495,383,506,187,0.0106771051597105,17.0293863659264,0.12867819364759,374.5,500.5
1688,495,0.028262925422763,250,161,487,201,518,1240,0.0708000556044972,43.8634243989226,0.33144272480331,181,502.5
